Username,Comment,Post Link,Label
Wawan-mj7gx,Semoga makin banyak stadium di indonesia yang berkualitas modern,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgxEO5d6xR9LW9_maCd4AaABAg,positif
alhayathasbillah6524,Apa kabar stadion barombong dan stadion andi Mattalata? Makassar banyak wacana tapi tidak ada yang terwujud,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgwBCAXvpgznrJdEHvd4AaABAg,negatif
mughninajibnajib8741,Jangan smpai mangkrak seperti stadion barombong,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgzM_xbbKTk-9emuuVd4AaABAg,negatif
andhikamarvells119,Wacana ✅ Realita ❌,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgyO7dC_jzXelcf8UYR4AaABAg,negatif
lanangdonavan3926,Jangan cepat percaya😂,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgyWnPt9sJ0z-MJZ8YJ4AaABAg,negatif
aliemzbankid9409,Sulit banget bangun stadion dengan desain modern dan rapi,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgzlsTGNZHu8MtEK4ZZ4AaABAg,negatif
gindamalasandi3258,Lama sekali pembangunannya banyak perencanaan saja tapi tidak mulai mulai pembangunannya,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgzEmOl8Dm38LyvHNLl4AaABAg,negatif
kaoskaosdistro,Yang kapasitas kecil saja jarang penuh apalagi 50k Nanti biaya perawatan besar rusak jadi candi Musafir lagi nanti,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgwnDq0yRIlmjPBT0wF4AaABAg,negatif
MasSun-hd8tn,Pemda makasar hobi php,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=Ugzf0T41ny8ZRUU3Y1J4AaABAg,negatif
azidanyusufsir9503,Yg ada dulu dikerjakan sampai tuntas,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgzoeNCOssfOcMaAI5B4AaABAg,negatif
broganikstory,Barombong apa kabarnya 😂,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgwWH5ROn8pxdIY_S494AaABAg,negatif
HidupBaruBerkatBaru,Belajar dari JIS hindari ini: 1. Atap Jangan terlalu tertutup kita di daerah panas. Jangan sampe rebutan oksigen di dalam stadion penonton mudah pingsan dan pemain cepat lelah. Rumput juga susah di urus. 2. Banyakin pohon di ruang terbuka banyakin lapangan latihan biar banyak anak2 datang main bola atau warga bisa main fun football. Bangun juga gerai untuk pelaku UMKM berdagang (aksesoris sport jajanan makanan minuman dll)3. Bangun atau buka jalan2 baru menuju stadion biar kerumunan mudah terurai dan menghindari kemacetan serta stadion mudah di akses. 4. Fasilitas utk kenyamanan seperti toilet charging HP dll buat seperti di mall dan ada pegawai untuk perawatan termasuk anggaran. 5. Pastikan semua standar FIFA biar tidak jadi kerjaan tambal sulam.,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgywB7yBiw-wNmhVvoB4AaABAg,netral
asepo.somantri9019,Ngapain lagi rencana bangun stadion sepakbola  pake trek lari. Kan sudh ada barombong. Tinggal selesaikan pembangunannya.,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=Ugzjl2VgYNYdfq80tTF4AaABAg,negatif
aliffandrahisyam1631,Stadion baru GOR UNILA akan dibangun berstandar FIFA di gd meneneng yang berkapasitaa 71.000 penonton di kawan sport center unila stadion sudiang akan dibangun stadion baru unila sport center akan bermarkas di Lampung united,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=Ugzjl2VgYNYdfq80tTF4AaABAg,netral
hasan_borneo2487,Harus nya di bangun kapasitas 100 ribu penontonnya,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgySwhSQdhg_7QnzFgt4AaABAg,netral
wismadeka9828,Kasian Makasar di PHP mulu 😂,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=Ugy8Tw6f3vTF-oTs2654AaABAg,negatif
duskxiii6715,makasar dengan budayabodih turun temurun uang panai menjadikan semua rakyatmya gila korupsi😂 korupsi proyek terutama wkwk😅,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgxkBQrOnxJjx37_eQx4AaABAg,negatif
duskxiii6715,Makasar kota sdm rendah pemerintah di sana kalo liat ada proyek langsung jadi  Candi alias mangkrak jadi kota terkutuk sdm rendah,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgxNqyloipp2QBBHV1V4AaABAg,negatif
gozidoming7983,Rencana yang hanya rencana dan tidak jadi...,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgwyU388tu8yY7o1dit4AaABAg,negatif
user-ul2kc2dk4z,Calon candi baru di mkasar,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgzaoKPQBzbb7DgO0LB4AaABAg,negatif
syamsiralam9566,Masyarakat Makassar memang bener2 aneh selama ini teriak2 minta stadion  begitu stadionnya ada titik terang meraka ramai2 lagi membully pemerintah😂😂😂 ,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgysJjFBd2gd-g-1NB14AaABAg,negatif
simontangke9581,Lanjutkan stadion yang ada di barombong,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgyzWV9p8o_WhlWOK1J4AaABAg,negatif
amirsevenfold3404,Stadion pare2 sudah renovasi besar besaran. Ngapain lagi bikin stadion 1 saja dulu ke nanti nangis di korupsi lgi 😂. Kalau uang banyak sih tidak jadi msalah. Ini uang pas2 san baru banyak rencana bangun sedikit korupsi lagi. Hadewe,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgyaFcRVx85aWyCIwDV4AaABAg,negatif
abizardkasmin,Kapan terwujud.. kapan dong.. jgn cuma PHP,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgyaFcRVx85aWyCIwDV4AaABAg,negatif
andrysyahputrahelmi4675,Yok ayok yok korupsi lagi dan mangkrakan. Gede ini cuannya. Fix next barombong,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgxcsFo_N4jTeeCy58Z4AaABAg,negatif
ambarratuela8719,Yakinlah pasti gak akan jadi 😂😂😂 ,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=Ugw0RBS5afp8FE4hnLx4AaABAg,negatif
iantubangsa715,Gubernur ganti desain stadion juga ganti. Gitu aja terus,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgyC6QROVi-nuzdDAel4AaABAg,negatif
mokhamadtaufannugroho1315,Wacana mulu,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgxiBAHDbfsorFJCVEJ4AaABAg,negatif
nurihsan9639,Demo aja,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=Ugzm8OYS8eFJEspzMPp4AaABAg,negatif
boni_rambo8919,Cuma hayalan tingkat dewa ini kodong...kebanyakan minum arak hayalan tinggi 😅,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgxW8b8pWM9sKXVXV5R4AaABAg,negatif
bhanyukuncoro,Ada apakah dengan Makasar yang mana dari dulu bangun stadion hanya sekedar mangkrak sebaliknya orang makasar yang berada di luar Makasar ada yang jadi raja pm dll bahkan ada yang bisa punya klub bola dangan stadionnya yang megah,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgxW8b8pWM9sKXVXV5R4AaABAg,negatif
Aghatacouple,Konsep masih sama JADUL mewah BELUM MODERN,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgwMGNX8d2MgBseiNo54AaABAg,negatif
SofyanBae-yh6ow,Minta saja sama presiden ri sekarang,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=Ugx7ISAtkwqG9aAySi54AaABAg,netral
RazqaCompanyplafon,Stadion bertaraf internasional di Makassar tinggal kenangan Karena Anis Baswedan kalah pilpres. jadi untuk rakyat Makassar mendapatkan stadion bertaraf internasional hanya tinggal mimpi 😅,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=U,negatif
masdarmo3827,Pemda Makasar banyak koruptor 😂,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=Ugwt-xVLC4uGTsZmh654AaABAg,negatif
user-xl6ww7oi4e,Yang ada saja dulu sempurnakan🙏,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgxMRruxly-ox4pbk-V4AaABAg,negatif
ridwankuntv,Elehh ujungnya the next barombong🤣,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=Ugw57bP9xvkNzncjWop4AaABAg,negatif
fandicool062,Seringkali dapat berita gaya hedon warga sulsel namun tak satupun punya keseriusan membangun stadion internasional... Miris😊,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgxJOFMIZ_tRlr3o12x4AaABAg,negatif
user-rx4nw6ji1i,Besok ada desain LG,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgxUDWgEjzI7-QklZQ14AaABAg,negatif
wongqidaz782,Pemerintahan setempat aja yg bnyak janji tuh tidak betul Gubernurnya,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgzTiQvpSvsoG2d7y7h4AaABAg,negatif
irwansyahiwanptk1131,Gaji pemain saja sering di tungga bangun stadion lagi,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgyCFD5W2879Jilo3T54AaABAg,negatif
yudhig8781,ada apa sama makassar!!! wacana terus... padahal sudah ada yang tinggal finishing malah jadi candi 😑 ,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=Ugxq9MEScwMaX5cvR8R4AaABAg,negatif
user-em1ef5fn3t,Terlalu banyak rencana yang sudah nyata malah terbengkalai 😢😢😢 miris,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgywRpouPqmHfM2JaSR4AaABAg,negatif
darmawinur1995,2 ji itu dilanjutkan pembangunan tapi tidak selesai atau cuman janji2 partai saja..😂😂,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgwVJU-r1Il9q7UE1eN4AaABAg,negatif
iyusbig3948,Kasian barombong yaak nasibnya padahal bukan duit kecil,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgxiB0G58Ll1AVv-chl4AaABAg,negatif
Eirycom23,Mending Barombong di lanjutkan tinggal finishing 😂😂 ,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgxKyOmG62tHJ5Dveh14AaABAg,negatif
rxrz252,Next Barombong 😂,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgysetnpirpnUm1aiK94AaABAg,negatif
didikpurwanto2375,Bangun stadion dan fasilitas olahraga lainnya di kota Makassar dan sekitarnya. Kota terbesar di timur Indonesia kalau tidak punya fasilitas olahraga kayaknya aneh. Dan ikut bidding tuan rumah PON. Agar geliat olahraga di masyarakat meningkat,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgwdbLFuDYwNcmDiAr14AaABAg,positif
najadji226,Jangan terlalu banyak berharap atau berangan angan. Karena itu bukan hanya janji-janji belaka. Lihatlah sendiri,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgwdbLFuDYwNcmDiAr14AaABAg,negatif
alamsyarusli1658,Sudah paling betul di mattoanging tapi sayangnya sudah dirobohkan,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgydvJUIcjVKfXlx3tN4AaABAg,negatif
user-ow9rn1vw5g,Semua Stadion yang ada di makassar Sulawesi Selatan semuanya hanya korban Politik Coba kalau memang serius  Itu stadion Barombong sisa  20 kenapa itu di lanjut pembangunannya,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=Ugxvrb1YPSeN0x1URhx4AaABAg,negatif
AbdulJalil-jx7qt,Mengapa bukan stadion Barombong yang dilanjutkan yang tinggal finishing,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgyZV5wJ1aNdklnnRet4AaABAg,negatif
user-wd7ed9zz6h,semoga ini menjadi stadion yang di iming imingkan bapak jokowi,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgzVc6TKZzCvuvZlYdt4AaABAg,positif
belajarsukses9652,Pembangunan Syahrul Yasin Limpo sangat banyak di Sulsel dan akan d lanjutkan oleh ponakannya yakni Adnan Yasin Limpo,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=Ugwm_GX5mCO1zwfBRFh4AaABAg,netral
user-xy8uj4tr9v,semoga terlaksana untuk mengembalikan pemain spektakuler dimasanya Raman,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgwoJYfSM6SWLabH0yl4AaABAg,positif
asralubay1466,Ga bakal di bangun itu stadion,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=Ugz7WsD5yXdqMHrX7IF4AaABAg,negatif
copphobia,2024 disetujui 2026 mangkrak 2028 jadi candi 2030 tempat mesum wkwkwkwk,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgxEl8iNOmmqQe9PM2x4AaABAg,negatif
alwismanagemen7101,tidak masuk akalnya tambah macet ki itu kau,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgyBbx3AjZXiXUpafe14AaABAg,negatif
militozpalutink546,Semoga terealisasikan,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=Ugw3SjLnTb5zlJ4f8194AaABAg,positif
awanperak5977,Makassar adalah merupakan salah satu kota terbesar di indonesia. Yang dimana kota besar2 lainnya sudah banyak yang punya stadion megah. Bahkan tiap tiap pulau2 besar juga sudah ada stadion megah. Cuma di Sulawesi saja yg belum. Jadi saya sangat mendukung stadion sudiang harus di bangun. Apa lagi juga clubnya juga termasuk papan atas.,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=Ugw3SjLnTb5zlJ4f8194AaABAg,positif
rvgchannel2957,Kenapa tidak lewat jalan depan saja bang langsung sampe ga perlu lewat semak2,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=Ugxvrb1YPSeN0x1URhx4AaABAg,netral
atholpaliallo7966,Kenapa stadion Barombong TDK di lanjutkan  kerja dan masalah pembebasan lahan TDK di tuntaskan dari pada buang buang anggaran dan juga di Barombong sana lebih lebar juga jalannya dari pada ini di lokasi sudiang mulai dari nol lagi dan juga jalan akses masuk juga sangat sempit apalagi stadion.  ini taraf internasional .,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgykljhKEq8mwQNBKcp4AaABAg,negatif
untukdiemut2.5,mattoangin internasional stadium kabarnya sekarang gimana bang?,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgykljhKEq8mwQNBKcp4AaABAg,netral
user-zv2ul4rk2b,Sudiang di daerah mana? Maaf nanya,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgyQkSi0TdGiaOb89Wh4AaABAg,netral
street.lawyers,Betul2 aneh nih Pemda Sulsel stadion masih dipakai malah dibongkar terus tdk dibangun lagi stadion baru lokasi lain sudah hampir selesai malah ditelantarkan sekarang mau bangun stadion baru lagi beginilah kalau pemerintahnya hanya orientasi proyek ada proyek ada komisi tdk akan pernah tuntas dengan baik stadion di makassar.,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgyQkSi0TdGiaOb89Wh4AaABAg,negatif
ef_asriadi1925,semangat ngehalunya ya guys,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgxQn93egHZWFK4p9Nd4AaABAg,negatif
dianamkw5786,Tolong di kawal jangan sampe di korup nantinya saya bangga salam anak perantau papua barat di bangun setara internasional,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgzYR2DLmU6iYribgzR4AaABAg,negatif
dianamkw5786,Kalau masayarakat merasa ada yang ganjal kasih viral supaya di proses apalagi masalah  bertentangan dengan korupsi,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=Ugyppr_MmMxhsEa-VDF4AaABAg,negatif
mamirmakassarmamir8015,Kalau jadi di bangun stadion di sini. sangat dekat dari bandara.,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=Ugz5yat60tNsgC0VnfF4AaABAg,netral
Ben70,Sulsel itu tdk mau seperti kota lain kereta api saja malah di protes padahal dari jaman dulu pengen ada kereta e di bangunin malah banyak bla bla dari pemerintah. bagaimna mau maju kalau begitu. Stadion di provinsi lain udah pada punya makassar malah tertinggal padahal di juluki kota metropolitan indonesia timur.,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=Ugy3Uxycwg4n5_haP814AaABAg ,negatif
nasaruddinrahman9117,kok jatuh bang,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=Ugy3Uxycwg4n5_haP814AaABAg,netral
WidiaWati-hk9ih,Jangan lewat daya lewat jalan dg Ramang jalannya lebar 2 jalur,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgxWp935iV5zPR1wM-V4AaABAg,netral
azzis3762,lha makassar sdh punya stadion barombong tinggal finising knp tidak di maximalkan antar steakholdernya.,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgwKsa8VmAnDCcHhzal4AaABAg,negatif
fandyfy1745,gegara stadion mpe revo korban.,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgyijL29j4Af8kBFS4B4AaABAg,negatif
dekirizalman6886,CALON CANDI BARU,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgyLEVstrTYNssFl4c54AaABAg,negatif
djacobs1400,Gor sudiang tidak di kelola Stadion Mattoangin di robohkan Stadion barombong mandek Sekarang Gor sudiang mau di bangun lagi Terus Stadion barombong apa kabar ? Mattoangin apa kabar?? ,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=Ugwu77Z4WtrFfQqP22t4AaABAg,negatif
MusicShorts0704,Lewat jalan dg. Ramang bang. Luas jalanannya disitu.,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgwlnYd24PqTEF-PIa54AaABAg,netral
Alesha18Jr,Ada jalanan lebih dekat sebelum Polda,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgyJlAuJwVvIs94_RE94AaABAg,netral
a3motortutorial189,Lebih cepet kalau lewat jalan dg ramang sebelum POLDA jalur dua arah dari bandara,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgxSeWcQrvnPTml5GYl4AaABAg,netral
user-vv1rv5ck3l,Cuma orang bodoh kurang waras yg mau percaya stadion kita psm akan di bangun  lagi,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=Ugw5_X1rM-vg6pVlOPt4AaABAg,negatif
sayawi8ij,Semoga benar-benar terwujud sampai selesai. Tidak menambah proyek mangkrak baru.,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgzAUv-HVlDw4f9m7V54AaABAg,positif
rezaalfhian3356,Bosen saya dengar stadion akan dibangun dimakssar ujung2nya NoL besar omong kosong belaka,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=Ugw8zkFACyFeMhrNbN94AaABAg,negatif
Imran-hi6nm,Kan ada jalan lagi bang sebelum polda pas lampu merah belok kiri di situ jalan lebih luas,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgxxFkksQGOYWoJJOj14AaABAg,netral
poetrawiwin,Masuk lewat samping Polda bang,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgxaTSfrSBPK6ClUgll4AaABAg,netral
muhtakdirtv5326,seMoga segera ada stadion di kota Makasar,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgxF1dOBU8f-iu9Zr4R4AaABAg,positif
agussofian4192,Lokasinya tidak cocok untuk di jadikan Stadion bertaraf Internasional,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgxNiRWmQ8XJA9SuCOV4AaABAg,negatif
rijalspearfishing1991,jangan mi dulu fokus ma ki dulu stadion di Barombong,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgwOzQN0uvfQlVeKAL94AaABAg,negatif
nurqadriharun5357,mantap bro lanjutkan,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgyB_lLN96zD6yqUG2t4AaABAg,positif
nurqadriharun5357,mantap bro lanjutkan,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgzcomEF5qu-3FEOX_d4AaABAg,positif
yan98channel59,Kalau pak Jokowi sudah yang turun tangan saya yakin stadion ini pembangunannya akan rampung sesuai target.,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgxgESQs7c_Op83RXmB4AaABAg,positif
andiai6605,Ada jalanan luas (daeng ramang/samping polda) ko pergi lewat jalan sempit (pasar daya lama dan pajjaiang),https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgxUFUHyBbGykK-uRst4AaABAg,netral
nursalimgizi9007,Lewat samping Polda lebih cepat aksesnya jalan daeng Ramang,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgxArPiDOOeV-tCTYHp4AaABAg,netral
muhammadulla4900,Bukannya mattoanging juga proyek pusat,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgxWy3n-GPBEuylXlkx4AaABAg,netral
bradde777,HIDUP SUDIANG PSM MAKASSAR SELAMANYA,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgxnwYcBvJpnEDVweHJ4AaABAg,positif
poco-iu2xu,Stadion Barombong tinggal. 55penyelesaiannya knp tdk di lanjutkan,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgzEG_CRLI4UNeXSS-14AaABAg,negatif
roeddymahesa777roeddy8,Semoga pemerintah pusat bisa memberikan kontribusinya dalam hal pembangunannya dari pada mementingkan pulau jawa yg terancam tenggelam,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=Ugz6x8lvDawseD_u_Rl4AaABAg,positif
iskandarsattudeng4649,Lewat jln dg Ramang SDH 2 jalur sudah betun lagi,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=Ugw2vG9gUYQ9YA3buLx4AaABAg,netral
iskandarsattudeng4649,Jalurnya sebenarnya bukan yg itu. paling bagus lewat samping Polda.,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgzGYu7LV16VtZVAKWZ4AaABAg,netral
AkunHapenokia-ni4qt,Namanya ajah GOR tapi isinya Pasar,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgzJXGhLdLf-Pl2wBLd4AaABAg,netral
saptamalik4161,bus tdk lewat pasar daya dia lewatnya disamping polda bro,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=Ugwpwgg-9fDsqfc2dbl4AaABAg,netral
user-qp1kv1hu7s,Lewat samping Polda Jl Dg Ramang menuju GOR sudiang Jalannya lebar 2 jalur,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=Ugyfs42Hg26uxQUMj5R4AaABAg,netral
supriadi5785,Bagi beras saja bagus,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgxUoIfkUnXpFB_a4Ut4AaABAg,negatif
Shelvy87virgo,Sangatta Kalimantan Timur hadir perantau bugis terimakasih telah meliput tanah kebanggaan kami orang Sulsel sukses selalu,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgyiZ1jzWEEmpdcCjCl4AaABAg,netral
RitaAmida,Jangan2 stadion nya standar oliympic ada lintasan larinya. Padahal kalau diperuntukkan untuk club mestinya standar FIFA,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=Ugz1SldDuHpP4WJ11Bp4AaABAg,negatif
RitaAmida,Mestinya lewat samping polda sudiang.,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgyfqJa8bltMOgw-Ajp4AaABAg,netral
pensilpatah8484,Mantap mumpung diliput channel ini di sulsel ini korupsi gila gilaan bos mulai dari kepala desa & stafnya sampai tingkat gubernur ayo kita usut tuntas bongkar habis habisan kebobrokan mereka,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgwNmOph8HBpYRShizF4AaABAg,negatif
simontangke9581,Kenapa stadion yang sudah ada tidak dilanjutakan dibarombong,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgwNmOph8HBpYRShizF4AaABAg,negatif
jun553,Tidak bisa di bangun stadion dekat bandara. Karena membahayakan penerbangan dengan cahaya yang terang. Itu info yg dari dulu di berikan. Makanya tidak jadi di bangun di sudiang akhirnya di bangun di Barombong,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgwNmOph8HBpYRShizF4AaABAg,negatif
mahyudin9268,Tempatnya semrawut masyarakat rata rata naik ke bahu jalan bangun kios jualan,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgzYkNpIxDMmgubmXzB4AaABAg,negatif
muhfahmi9223,Dari abang  pertama masuk ke gor abang cuma butuh lurus aja untuk menuju lapangan bola lintas lari yang berwarna merah,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgyjZrqxK1MjNqesIFd4AaABAg,netral
muhfahmi9223,Itu tribun lintasan sepeda yang berbentuk mangko bang,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=Ugzxm-oX36vmEifcXD54AaABAg,netral
muhfahmi9223,Perapatan polda masuk ke jalan deang ramang terus dapat perapatan lagi nanti belok kanan ke jalan pajjaiang sebelah kiri arah ke pajjaiang maka sampailah ke gor sudiang. Ko segi hotel pemain ada harper dan dalton yang dekat dengan gor,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgzRFnmR9G5OX0dcj7B4AaABAg,netral
lithaabbas2817,Akses cepat dan jln lebar 2 jalur itu lewat jln Daeng Ramang samping Polda bisa lewat tol lewat lapangan Golf Baddoka bravo PSM,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=Ugx6QlGGG6aNa7MNg-x4AaABAg,netral
luqmanachmad2528,Mengapa bukan barombong saja dicarikan solusi dan diselesaikan jangan karena banyak uang malah hambur hamburkan ujung ujung mangkrak tak selesai selesai.,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=Ugw-koAQ8Y-L8hw_WhZ4AaABAg,negatif
diansetiawan5983,Masih KATANYA,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=Ugyx3SZd3IewEp6Y-nN4AaABAg,netral
abang1910,Saya setuju karena di pinggir kota,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=Ugz0q8G7TdC2lvjiI0l4AaABAg,positif
fauzirahmat5145,Jalur bus bukan lewat pajjaiang kak aman dan cepat lewat dg Ramang,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=Ugw-4CSRyl0DpIEtEUp4AaABAg,netral
ahachannel13,Beri saya kesempatan menjadi gubernur Sulawesi 1 bulan saja. Maka saya akan bangun stadion berstandar fifa,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgwTpuJpa70HjxljR0l4AaABAg,netral
ansharihasan0657,Mimpi,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgymXCyRVuuAAtE_ytt4AaABAg,negatif
andisaharibanongparakkasi4842,TDK tertarik  Beras semakin Naik harga stadion BuKaN kebutuhan Primer saya TDK tertarik,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=Ugx533yMQ96l4mHDpfh4AaABAg,negatif
user-mr5fn7ou8g,Sudiang cocok dipakai stadion internasional sudah tentunya infrastruktur jalan mesti dilebarkan lagi disana selama ini jalan selalu ramai dan padat  karena sempit.,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgzuxZjym5jEXQY-bh94AaABA,positif
AdgLJ,Maaf sebelumnya Di menit 440 yang belokan ke kiri yang dari lampu merah itu tanda larang masuk yang saya tahu Lebih bagus nya lewat jalan Dg ramang,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgyzK8AZ6VTJTMO_4154AaABAg,netral
iwanian5083,Sebenarnya yg bagus itu lokasinya di sekitar tanjung bunga sebelum jembatan barombong. Nah di situ kan byk lahan kosong sisi kiri & kanan tanpa harus reklamasi. di sana akses jalan bagus luas & tdk jauh dari pusat kota.,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgzuxZjym5jEXQY-bh94AaABA,negatif
